,Unnamed: 0,categories,contains_ads,downloads_and_revenue,has_iap,installs,most_popular_country,name,android,price,publisher_country,publisher_name,rating,rating_breakdown,rating_count,revenue,downloads,one_star,two_star,three_star,four_star,five_star,ios,one_star_1,three_star_3,four_star_4,five_star_5,two_star_2,overall_rating,categories_Action,categories_Adventure,categories_Arcade,categories_Board,categories_Card,categories_Casino,categories_Casual,categories_Other,categories_Puzzle,categories_Role Playing,categories_Simulation,categories_Sports,categories_Strategy,revenue_club,revenue_clubx10,log_revenue,Free_Pay
779,779,Role Playing,1.0,"{'downloads': '500k', 'revenue': '$1m', 'revenueBreakdown': {'US': 0.57, 'AU': 0.01, 'CA': 0.03, 'FR': 0.05, 'DE': 0.08, 'GB': 0.04, 'IT': 0.02, 'RU': 0.02, 'Other': 0.17}, 'downloadBreakdown': {'US': 0.17, 'BR': 0.1, 'CA': 0.02, 'FR': 0.03, 'DE': 0.05, 'GB': 0.02, 'MX': 0.07, 'ES': 0.03, 'IT': 0.03, 'RU': 0.05, 'AR': 0.03, 'CL': 0.02, 'CO': 0.02, 'EG': 0.01, 'IN': 0.02, 'PE': 0.02, 'PH': 0.03, 'TH': 0.01, 'TR': 0.04, 'UA': 0.01, 'Other': 0.21}}",1,10000000.0,US,Looney Tunes™ World of Mayhem - Action RPG,1.0,0.0,US,Scopely,4.377668,"[8991, 3181, 6142, 14468, 83328]",116110.0,1000000,500000,8991,3181,6142,14468,83328,0.0,0.07743519076737576,0.15869434157264664,0.4984239083627594,3.5883214193437256,0.054792868831280685,4.377667728877788,0,0,0,0,0,0,0,0,0,1,0,0,0,4,10000,13.815510557964275,0
780,780,Strategy,1.0,"{'downloads': '5m', 'revenue': '$20k', 'revenueBreakdown': {'US': 0.38, 'AU': 0.04, 'BR': 0.02, 'CA': 0.04, 'FR': 0.02, 'DE': 0.07, 'GB': 0.04, 'JP': 0.02, 'KR': 0.02, 'MX': 0.06, 'IT': 0.01, 'RU': 0.03, 'ID': 0.02, 'TW': 0.02, 'Other': 0.21}, 'downloadBreakdown': {'US': 0.07, 'BR': 0.08, 'DE': 0.01, 'MX': 0.13, 'RU': 0.07, 'AR': 0.03, 'CL': 0.02, 'CO': 0.03, 'IN': 0.04, 'ID': 0.1, 'MY': 0.02, 'PE': 0.02, 'PH': 0.05, 'TH': 0.05, 'TR': 0.02, 'VN': 0.07, 'Other': 0.19}}",1,100000000.0,MX,Plants vs. Zombies FREE,1.0,0.0,Switzerland,ELECTRONIC ARTS,4.4427376,"[262415, 111494, 273797, 547966, 3254120]",4449792.0,20000,5000000,262415,111494,273797,547966,3254120,0.0,0.05897241938499598,0.1845908752588885,0.4925767316764469,3.656485516626395,0.050112005235300884,4.442737548182027,0,0,0,0,0,0,0,0,0,0,0,0,1,2,100,9.903487552536127,0
781,781,Puzzle,0.0,"{'downloads': '< 5k', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.26, 'AU': 0.04, 'BR': 0.02, 'CA': 0.04, 'FR': 0.05, 'DE': 0.08, 'GB': 0.1, 'JP': 0.03, 'KR': 0.05, 'MX': 0.02, 'ES': 0.01, 'IT': 0.02, 'RU': 0.04, 'HK': 0.01, 'NL': 0.02, 'PL': 0.01, 'SE': 0.01, 'CH': 0.01, 'TR': 0.01, 'Other': 0.16}, 'downloadBreakdown': {'US': 0.26, 'AU': 0.03, 'BR': 0.02, 'CA': 0.04, 'FR': 0.03, 'DE': 0.08, 'GB': 0.08, 'JP': 0.02, 'KR': 0.04, 'MX': 0.03, 'ES': 0.01, 'IT': 0.02, 'RU': 0.05, 'BE': 0.01, 'IN': 0.02, 'ID': 0.02, 'NL': 0.02, 'PL': 0.01, 'SE': 0.01, 'TR': 0.02, 'Other': 0.17}}",1,500000.0,US,Hitman GO,1.0,0.99,Great Britain,SQUARE ENIX LTD,4.5607815,"[2171, 1354, 4066, 17399, 62158]",87148.0,5000,5000,2171,1354,4066,17399,62158,0.0,0.02491164455868178,0.13996878872722265,0.7985954927250195,3.566232156790747,0.03107357598567953,4.5607816587873495,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8.517193191416238,1
782,782,Casino,1.0,"{'downloads': '100k', 'revenue': '$1m', 'revenueBreakdown': {'US': 0.8, 'AU': 0.02, 'CA': 0.07, 'GB': 0.03, 'Other': 0.07}, 'downloadBreakdown': {'US': 0.6, 'AU': 0.02, 'BR': 0.01, 'CA': 0.04, 'FR': 0.02, 'DE': 0.03, 'GB': 0.05, 'JP': 0.02, 'AR': 0.02, 'IN': 0.02, 'Other': 0.17}}",1,5000000.0,US,Jackpot Magic Slots™: Vegas Casino & Slot Machines,1.0,0.0,US,Big Fish Games,4.6257787000000015,"[3435, 1050, 5154, 16959, 91399]",117997.0,1000000,100000,3435,1050,5154,16959,91399,0.0,0.0291109095993966,0.13103722976007864,0.5748959719314898,3.872937447562226,0.017797062637185692,4.625778621490377,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10000,13.815510557964275,0
784,784,Simulation,0.0,"{'downloads': '< 5k', 'revenue': '$8k', 'revenueBreakdown': {'US': 0.31, 'AU': 0.03, 'BR': 0.05, 'CA': 0.04, 'FR': 0.01, 'DE': 0.06, 'GB': 0.05, 'JP': 0.04, 'KR': 0.03, 'MX': 0.03, 'ES': 0.02, 'IT': 0.02, 'RU': 0.05, 'AT': 0.02, 'ID': 0.01, 'PL': 0.02, 'SE': 0.01, 'CH': 0.01, 'TH': 0.01, 'Other': 0.16}, 'downloadBreakdown': {'US': 0.39, 'AU': 0.03, 'BR': 0.05, 'CA': 0.03, 'FR': 0.01, 'DE': 0.07, 'GB': 0.05, 'JP': 0.03, 'KR': 0.02, 'MX': 0.04, 'ES': 0.01, 'IT': 0.02, 'RU': 0.03, 'AT': 0.02, 'ID': 0.02, 'SE': 0.02, 'Other': 0.17}}",0,50000.0,US,Goat Simulator Payday,1.0,4.99,Sweden,Coffee Stain Publishing,4.3376117,"[391, 76, 149, 284, 2684]",3584.0,8000,5000,391,76,149,284,2684,0.0,0.10909598214285714,0.12472098214285715,0.3169642857142857,3.7444196428571432,0.04241071428571429,4.337611607142857,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8.987196820661973,1
786,786,Arcade,1.0,"{'downloads': '3m', 'revenue': '$30k', 'revenueBreakdown': {'US': 0.47, 'AU': 0.03, 'BR': 0.04, 'CA': 0.02, 'FR': 0.04, 'DE': 0.03, 'GB': 0.07, 'KR': 0.02, 'MX': 0.01, 'ES': 0.02, 'IT': 0.02, 'RU': 0.02, 'TW': 0.02, 'Other': 0.17}, 'downloadBreakdown': {'US': 0.11, 'BR': 0.17, 'FR': 0.02, 'DE': 0.02, 'GB': 0.02, 'MX': 0.08, 'ES': 0.02, 'IT': 0.02, 'RU': 0.07, 'AR': 0.02, 'CL': 0.02, 'CO': 0.02, 'EG': 0.02, 'IN': 0.03, 'ID': 0.04, 'PE': 0.01, 'PH': 0.01, 'SA': 0.03, 'TH': 0.02, 'TR': 0.03, 'VN': 0.03, 'Other': 0.19}}",1,100000000.0,BR,Sonic Dash,1.0,0.0,US,SEGA,4.4719563,"[191854, 98539, 268876, 637517, 3042073]",4238859.0,30000,3000000,191854,98539,268876,637517,3042073,0.0,0.04526076474824947,0.1902936615726072,0.6015930230281309,3.5883158651891938,0.04649317186535338,4.471956486403535,0,0,1,0,0,0,0,0,0,0,0,0,0,2,100,10.308952660644293,0
787,787,Simulation,0.0,"{'downloads': '< 5k', 'revenue': '$90k', 'revenueBreakdown': {'US': 0.27, 'AU': 0.03, 'BR': 0.04, 'CA': 0.03, 'FR': 0.03, 'DE': 0.07, 'GB': 0.1, 'JP': 0.03, 'KR': 0.05, 'IT': 0.02, 'RU': 0.02, 'IN': 0.02, 'ID': 0.03, 'MY': 0.01, 'NL': 0.01, 'SG': 0.01, 'CH': 0.01, 'TW': 0.01, 'Other': 0.2}, 'downloadBreakdown': {'US': 0.22, 'AU': 0.03, 'BR': 0.05, 'CA': 0.02, 'FR': 0.03, 'DE': 0.08, 'GB': 0.08, 'JP': 0.02, 'KR': 0.05, 'MX': 0.02, 'ES': 0.02, 'IT': 0.02, 'RU': 0.02, 'AT': 0.01, 'BE': 0.01, 'IN': 0.03, 'ID': 0.04, 'NL': 0.02, 'SA': 0.02, 'SG': 0.01, 'CH': 0.02, 'TW': 0.02, 'TR': 0.02, 'Other': 0.15}}",1,500000.0,US,Infinite Flight - Flight Simulator,1.0,4.99,US,Infinite Flight LLC,4.2713747,"[5120, 2121, 4132, 8961, 40147]",60481.0,90000,5000,5120,2121,4132,8961,40147,0.0,0.0846546849423786,0.20495692862221196,0.5926489310692614,3.318976207403978,0.07013772920421289,4.271374481242042,0,0,0,0,0,0,0,0,0,0,1,0,0,2,100,11.407564949312404,1
788,788,Casino,0.0,"{'downloads': '300k', 'revenue': '$3m', 'revenueBreakdown': {'US': 0.35, 'AU': 0.59, 'NZ': 0.03, 'Other': 0.04}, 'downloadBreakdown': {'US': 0.34, 'AU': 0.18, 'CA': 0.02, 'MX': 0.15, 'AR': 0.05, 'CO': 0.04, 'NZ': 0.03, 'PE': 0.04, 'PH': 0.01, 'ZA': 0.02, 'Other': 0.13}}",1,1000000.0,US,Lightning Link Casino – Free Slots Games,1.0,0.0,US,Product Madness,4.429037,"[2598, 850, 2279, 5085, 28744]",39556.0,3000000,300000,2598,850,2279,5085,28744,0.0,0.06567903731418748,0.17284356355546568,0.5142077055313985,3.63332996258469,0.04297704520173929,4.4290373141874815,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10000,14.914122846632385,0
789,789,Puzzle,1.0,"{'downloads': '500k', 'revenue': '$20k', 'revenueBreakdown': {'US': 0.69, 'AU': 0.03, 'CA': 0.04, 'FR': 0.03, 'DE': 0.03, 'GB': 0.11, 'JP': 0.04, 'Other': 0.03}, 'downloadBreakdown': {'US': 0.32, 'AU': 0.02, 'CA': 0.02, 'FR': 0.08, 'DE': 0.05, 'GB': 0.07, 'JP': 0.03, 'DZ': 0.02, 'EG': 0.02, 'IN': 0.17, 'PK': 0.02, 'TR': 0.02, 'VN': 0.02, 'Other': 0.14}}",1,1000000.0,US,Line Puzzle: Pipe Art,1.0,0.0,South Korea,BitMango,4.568048,"[700, 290, 829, 2667, 14023]",18509.0,20000,500000,700,290,829,2667,14023,0.0,0.03781943919174456,0.13436706467124102,0.576368253282187,3.788157112755957,0.03133610675887406,4.568047976660004,0,0,0,0,0,0,0,0,1,0,0,0,0,2,100,9.903487552536127,0
790,790,Action,0.0,"{'downloads': '8k', 'revenue': '$10k', 'revenueBreakdown': {'US': 0.3, 'AU': 0.02, 'BR': 0.05, 'CA': 0.02, 'FR': 0.02, 'DE': 0.06, 'GB': 0.03, 'JP': 0.02, 'KR': 0.02, 'MX': 0.07, 'IT': 0.02, 'RU': 0.04, 'ID': 0.04, 'MY': 0.02, 'SG': 0.02, 'TH': 0.03, 'TR': 0.02, 'Other': 0.18}, 'downloadBreakdown': {'US': 0.2, 'AU': 0.01, 'BR': 0.11, 'CA': 0.01, 'FR': 0.02, 'DE': 0.06, 'GB': 0.03, 'MX': 0.13, 'IT': 0.02, 'RU': 0.08, 'IN': 0.06, 'ID': 0.04, 'TH': 0.02, 'TR': 0.06, 'Other': 0.15}}",1,500000.0,US,Real Steel,1.0,0.99,Great Britain,Reliance Big Entertainment (UK) Private Limited,4.064573,"[3788, 1181, 1945, 3056, 17441]",27411.0,10000,8000,3788,1181,1945,3056,17441,0.0,0.13819269636277404,0.2128707453212214,0.44595235489402063,3.1813870344022472,0.08616978585239503,4.064572616832659,1,0,0,0,0,0,0,0,0,0,0,0,0,2,100,9.210340371976184,1
791,791,Role Playing,0.0,"{'downloads': '1000k', 'revenue': '$4m', 'revenueBreakdown': {'US': 0.31, 'BR': 0.02, 'CA': 0.02, 'FR': 0.02, 'DE': 0.02, 'GB': 0.02, 'JP': 0.02, 'KR': 0.28, 'HK': 0.04, 'ID': 0.01, 'MY': 0.02, 'PH': 0.02, 'SG': 0.01, 'TW': 0.05, 'TH': 0.02, 'Other': 0.12}, 'downloadBreakdown': {'US': 0.11, 'BR': 0.1, 'FR': 0.02, 'KR': 0.08, 'MX': 0.04, 'IT': 0.01, 'RU': 0.05, 'IN': 0.14, 'ID': 0.06, 'MY': 0.02, 'PH': 0.03, 'TW': 0.02, 'TH': 0.05, 'TR': 0.03, 'VN': 0.02, 'Other': 0.21}}",1,50000000.0,IN,MARVEL Future Fight,1.0,0.0,South Korea,Netmarble,4.5624847,"[127512, 39978, 105637, 315991, 2055927]",2645045.0,4000000,1000000,127512,39978,105637,315991,2055927,0.0,0.04820787548037935,0.11981308446548168,0.4778610571842823,3.8863743338960206,0.03022859724503742,4.5624849482712015,0,0,0,0,0,0,0,0,0,1,0,0,0,4,10000,15.201804919084164,0
792,792,Other,1.0,"{'downloads': '900k', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.5, 'CA': 0.04, 'DE': 0.03, 'GB': 0.19, 'JP': 0.04, 'IT': 0.01, 'RU': 0.02, 'HK': 0.02, 'Other': 0.15}, 'downloadBreakdown': {'US': 0.26, 'BR': 0.11, 'DE': 0.03, 'GB': 0.03, 'MX': 0.06, 'IT': 0.02, 'RU': 0.12, 'CL': 0.08, 'CO': 0.07, 'TH': 0.02, 'VN': 0.11, 'Other': 0.08}}",1,5000000.0,US,Beat Jumper: EDM up!,1.0,0.0,Vietnam,AMANOTES,4.0463505,"[897, 303, 435, 682, 4026]",6343.0,5000,900000,897,303,435,682,4026,0.0,0.14141573387986758,0.20573860949077724,0.4300804035945137,3.1735771716853223,0.0955383887750276,4.0463503074255085,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8.517193191416238,0
793,793,Card,0.0,"{'downloads': '< 5k', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.3, 'AU': 0.03, 'CA': 0.08, 'FR': 0.04, 'DE': 0.02, 'GB': 0.05, 'JP': 0.02, 'KR': 0.18, 'ES': 0.01, 'RU': 0.01, 'BE': 0.01, 'HK': 0.02, 'NL': 0.02, 'PL': 0.02, 'SG': 0.03, 'SE': 0.02, 'TW': 0.03, 'Other': 0.1}, 'downloadBreakdown': {'US': 0.41, 'AU': 0.03, 'BR': 0.02, 'CA': 0.07, 'FR': 0.03, 'DE': 0.04, 'GB': 0.06, 'JP': 0.01, 'KR': 0.02, 'MX': 0.02, 'ES': 0.02, 'RU': 0.01, 'AT': 0.02, 'BE': 0.02, 'EG': 0.01, 'NL': 0.01, 'SE': 0.02, 'CH': 0.02, 'Other': 0.15}}",0,10000.0,US,Card Quest,1.0,4.99,US,Black Shell Media,4.7089553,"[8, 5, 20, 30, 339]",402.0,5000,5000,8,5,20,30,339,0.0,0.01990049751243781,0.14925373134328354,0.29850746268656714,4.2164179104477615,0.02487562189054726,4.708955223880597,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,8.517193191416238,1
794,794,Strategy,0.0,"{'downloads': '300k', 'revenue': '$2m', 'revenueBreakdown': {'US': 0.37, 'AU': 0.02, 'CA': 0.03, 'FR': 0.07, 'DE': 0.19, 'GB': 0.03, 'ES': 0.02, 'IT': 0.03, 'RU': 0.02, 'AT': 0.02, 'CZ': 0.03, 'NL': 0.01, 'PL': 0.02, 'CH': 0.03, 'Other': 0.11}, 'downloadBreakdown': {'US': 0.16, 'BR': 0.04, 'CA': 0.02, 'FR': 0.08, 'DE': 0.11, 'GB': 0.02, 'MX': 0.02, 'ES': 0.03, 'IT': 0.05, 'RU': 0.1, 'CZ': 0.02, 'IN': 0.02, 'NL': 0.01, 'PL': 0.04, 'TH': 0.01, 'TR': 0.02, 'UA': 0.02, 'Other': 0.22}}",1,10000000.0,US,Forge of Empires,1.0,0.0,Germany,InnoGames GmbH,4.417758999999998,"[36219, 14352, 43800, 165023, 497260]",756654.0,2000000,300000,36219,14352,43800,165023,497260,0.0,0.0478673211269616,0.17365929473709252,0.8723828857046946,3.285914037327497,0.03793543680466898,4.417758975700915,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10000,14.50865773852422,0
795,795,Arcade,1.0,"{'downloads': '1m', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.51, 'AU': 0.03, 'BR': 0.01, 'CA': 0.04, 'FR': 0.02, 'DE': 0.04, 'GB': 0.07, 'KR': 0.02, 'MX': 0.02, 'ES': 0.02, 'IT': 0.02, 'RU': 0.03, 'TW': 0.02, 'Other': 0.16}, 'downloadBreakdown': {'US': 0.2, 'BR': 0.07, 'CA': 0.01, 'FR': 0.02, 'DE': 0.03, 'GB': 0.03, 'MX': 0.06, 'ES': 0.02, 'IT': 0.02, 'RU': 0.12, 'AR': 0.03, 'CL': 0.01, 'CO': 0.01, 'IN': 0.03, 'ID': 0.03, 'KZ': 0.02, 'PH': 0.01, 'PL': 0.02, 'TR': 0.04, 'UA': 0.03, 'VN': 0.02, 'Other': 0.18}}",1,50000000.0,US,Run Sausage Run!,1.0,0.0,Israel,Crazy Labs by TabTale,4.2857046,"[36925, 7514, 21509, 37437, 247586]",350971.0,5000,1000000,36925,7514,21509,37437,247586,0.0,0.10520812260842063,0.18385279695473414,0.4266677303822823,3.5271575144385148,0.042818352513455525,4.285704516897408,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,8.517193191416238,0
796,796,Strategy,0.0,"{'downloads': '< 5k', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.32, 'AU': 0.03, 'BR': 0.04, 'CA': 0.04, 'FR': 0.02, 'DE': 0.05, 'GB': 0.05, 'JP': 0.02, 'KR': 0.02, 'MX': 0.04, 'ES': 0.02, 'IT': 0.02, 'RU': 0.02, 'AT': 0.02, 'ID': 0.01, 'MY': 0.02, 'NL': 0.01, 'NZ': 0.01, 'NO': 0.01, 'PH': 0.02, 'PL': 0.02, 'CH': 0.02, 'TW': 0.02, 'Other': 0.16}, 'downloadBreakdown': {'US': 0.46, 'AU': 0.03, 'BR': 0.04, 'CA': 0.04, 'FR': 0.02, 'DE': 0.06, 'GB': 0.06, 'MX': 0.05, 'IT': 0.02, 'RU': 0.02, 'ID': 0.02, 'PL': 0.01, 'Other': 0.17}}",0,100000.0,US,Papa's Burgeria To Go!,1.0,0.99,US,Flipline Studios,4.257275,"[524, 284, 550, 1082, 4467]",6907.0,5000,5000,524,284,550,1082,4467,0.0,0.0758650644273925,0.23888808455190386,0.626610684812509,3.233675980888953,0.0822354133487766,4.257275228029536,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8.517193191416238,1
798,798,Action,1.0,"{'downloads': '300k', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.61, 'AU': 0.05, 'CA': 0.02, 'FR': 0.04, 'DE': 0.03, 'GB': 0.03, 'JP': 0.02, 'IT': 0.02, 'NL': 0.01, 'NZ': 0.02, 'NO': 0.01, 'Other': 0.14}, 'downloadBreakdown': {'US': 0.45, 'BR': 0.04, 'FR': 0.02, 'DE': 0.03, 'GB': 0.02, 'MX': 0.03, 'ES': 0.03, 'IT': 0.03, 'RU': 0.05, 'IN': 0.05, 'ID': 0.05, 'PH': 0.03, 'TH': 0.02, 'TR': 0.02, 'Other': 0.15}}",1,1000000.0,US,City Fighter vs Street Gang,1.0,0.0,Turkey,Game Theory Games,4.208946,"[994, 335, 748, 1375, 6474]",9926.0,5000,300000,994,335,748,1375,6474,0.0,0.1001410437235543,0.2260729397541809,0.5541003425347572,3.2611323796091067,0.06749949627241587,4.208946201894015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.517193191416238,0
799,799,Card,1.0,"{'downloads': '< 5k', 'revenue': '$9k', 'revenueBreakdown': {'US': 0.48, 'AU': 0.08, 'BR': 0.08, 'CA': 0.02, 'DE': 0.01, 'GB': 0.04, 'KR': 0.04, 'MX': 0.04, 'ES': 0.02, 'IT': 0.02, 'TW': 0.02, 'Other': 0.15}, 'downloadBreakdown': {'US': 0.42, 'AU': 0.04, 'BR': 0.08, 'CA': 0.02, 'DE': 0.02, 'GB': 0.04, 'KR': 0.02, 'MX': 0.07, 'ES': 0.02, 'IT': 0.02, 'RU': 0.03, 'PL': 0.01, 'ZA': 0.01, 'TR': 0.01, 'Other': 0.17}}",1,1000000.0,US,Card Wars - Adventure Time,1.0,2.99,US,Cartoon Network,4.2820506,"[11977, 4154, 8229, 16868, 89277]",130505.0,9000,5000,11977,4154,8229,16868,89277,0.0,0.09177426152254704,0.18916516608559056,0.5170070112256235,3.420443661162408,0.06366039615340409,4.282050496149573,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,9.104979856318355,1
800,800,Role Playing,0.0,"{'downloads': '700k', 'revenue': '$2m', 'revenueBreakdown': {'US': 0.35, 'AU': 0.03, 'BR': 0.07, 'CA': 0.05, 'FR': 0.12, 'DE': 0.13, 'GB': 0.02, 'ES': 0.02, 'RU': 0.04, 'AT': 0.01, 'CH': 0.01, 'Other': 0.15}, 'downloadBreakdown': {'US': 0.1, 'BR': 0.22, 'CA': 0.01, 'FR': 0.05, 'DE': 0.06, 'GB': 0.02, 'MX': 0.06, 'ES': 0.04, 'IT': 0.02, 'RU': 0.13, 'AR': 0.03, 'CL': 0.03, 'PL': 0.01, 'TR': 0.04, 'UA': 0.03, 'Other': 0.16}}",1,1000000.0,BR,Tales of Wind,1.0,0.0,Hong Kong,Neocraft Limited,4.469108,"[7414, 2334, 4509, 10168, 80764]",105189.0,2000000,700000,7414,2334,4509,10168,80764,0.0,0.07048265503046898,0.12859709665459315,0.3866563994334009,3.8389945716757454,0.044377263782334656,4.469107986576543,0,0,0,0,0,0,0,0,0,1,0,0,0,4,10000,14.50865773852422,0
802,802,Role Playing,0.0,"{'downloads': '< 5k', 'revenue': '$10k', 'revenueBreakdown': {'US': 0.47, 'AU': 0.04, 'CA': 0.06, 'FR': 0.02, 'DE': 0.06, 'GB': 0.1, 'AT': 0.01, 'NL': 0.01, 'PL': 0.02, 'SG': 0.02, 'SE': 0.01, 'CH': 0.01, 'Other': 0.15}, 'downloadBreakdown': {'US': 0.49, 'AU': 0.04, 'CA': 0.06, 'FR': 0.02, 'DE': 0.06, 'GB': 0.08, 'MX': 0.02, 'ID': 0.02, 'SE': 0.01, 'VN': 0.02, 'Other': 0.19}}",0,10000.0,US,Star Traders: Frontiers,1.0,6.99,US,Trese Brothers,4.6808805,"[25, 13, 21, 51, 617]",727.0,10000,5000,25,13,21,51,617,0.0,0.0343878954607978,0.08665749656121045,0.28060522696011003,4.243466299862448,0.03576341127922971,4.680880330123796,0,0,0,0,0,0,0,0,0,1,0,0,0,2,100,9.210340371976184,1
803,803,Adventure,1.0,"{'downloads': '500k', 'revenue': '$2m', 'revenueBreakdown': {'US': 0.53, 'AU': 0.02, 'CA': 0.03, 'FR': 0.06, 'DE': 0.1, 'GB': 0.05, 'ES': 0.02, 'IT': 0.03, 'BE': 0.01, 'NL': 0.02, 'CH': 0.01, 'Other': 0.12}, 'downloadBreakdown': {'US': 0.27, 'BR': 0.06, 'CA': 0.02, 'FR': 0.06, 'DE': 0.05, 'GB': 0.03, 'MX': 0.02, 'ES': 0.03, 'IT': 0.04, 'RU': 0.02, 'AR': 0.02, 'CL': 0.01, 'IN': 0.02, 'ID': 0.02, 'NL': 0.02, 'PH': 0.02, 'PL': 0.03, 'TR': 0.02, 'UA': 0.02, 'Other': 0.2}}",1,5000000.0,US,June's Journey - Hidden Objects,1.0,0.0,Germany,Wooga,4.6543717,"[4297, 2161, 10616, 67515, 240668]",325257.0,2000000,500000,4297,2161,10616,67515,240668,0.0,0.01321109153684625,0.09791641686420276,0.830297272618268,3.699659038852354,0.013287953833430179,4.654371773705102,0,1,0,0,0,0,0,0,0,0,0,0,0,4,10000,14.50865773852422,0
804,804,Simulation,1.0,"{'downloads': '900k', 'revenue': '$100k', 'revenueBreakdown': {'US': 0.62, 'AU': 0.05, 'CA': 0.05, 'FR': 0.02, 'DE': 0.04, 'GB': 0.08, 'NO': 0.02, 'SE': 0.02, 'Other': 0.1}, 'downloadBreakdown': {'US': 0.29, 'AU': 0.02, 'BR': 0.05, 'CA': 0.03, 'FR': 0.04, 'DE': 0.05, 'GB': 0.05, 'ES': 0.01, 'IT': 0.01, 'RU': 0.07, 'AR': 0.01, 'IN': 0.01, 'ID': 0.02, 'MY': 0.02, 'NL': 0.02, 'PH': 0.02, 'PL': 0.04, 'UA': 0.02, 'Other': 0.21}}",1,10000000.0,US,Hooked Inc: Fisher Tycoon,1.0,0.0,US,Lion Studios,4.644352400000002,"[9304, 6022, 49882, 133657, 612902]",811767.0,100000,900000,9304,6022,49882,133657,612902,0.0,0.01146141688440156,0.1843460007613022,0.6585978488901372,3.7751103457026463,0.014836769664201674,4.644352381902689,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1000,11.512925464970227,0
805,805,Simulation,0.0,"{'downloads': '< 5k', 'revenue': '$10k', 'revenueBreakdown': {'US': 0.21, 'AU': 0.02, 'CA': 0.03, 'FR': 0.01, 'DE': 0.02, 'GB': 0.03, 'JP': 0.18, 'KR': 0.28, 'ID': 0.02, 'Other': 0.19}, 'downloadBreakdown': {'US': 0.3, 'AU': 0.02, 'BR': 0.01, 'CA': 0.04, 'FR': 0.02, 'DE': 0.02, 'GB': 0.04, 'JP': 0.19, 'KR': 0.12, 'IT': 0.02, 'RU': 0.01, 'IN': 0.02, 'ID': 0.03, 'Other': 0.15}}",0,50000.0,US,Getting Over It with Bennett Foddy,1.0,4.99,Canada,Noodlecake Studios Inc,3.8347266,"[327, 58, 100, 130, 940]",1555.0,10000,5000,327,58,100,130,940,0.0,0.21028938906752406,0.1929260450160772,0.3344051446945337,3.0225080385852094,0.07459807073954984,3.8347266881028936,0,0,0,0,0,0,0,0,0,0,1,0,0,2,100,9.210340371976184,1
806,806,Strategy,0.0,"{'downloads': '900k', 'revenue': '$2m', 'revenueBreakdown': {'US': 0.32, 'AU': 0.02, 'CA': 0.03, 'FR': 0.04, 'DE': 0.1, 'GB': 0.05, 'KR': 0.18, 'RU': 0.07, 'PL': 0.02, 'SA': 0.02, 'Other': 0.16}, 'downloadBreakdown': {'US': 0.11, 'BR': 0.06, 'FR': 0.03, 'DE': 0.04, 'GB': 0.02, 'KR': 0.03, 'MX': 0.03, 'RU': 0.18, 'IN': 0.02, 'ID': 0.05, 'MY': 0.02, 'PK': 0.01, 'PH': 0.04, 'PL': 0.03, 'SA': 0.03, 'ZA': 0.01, 'TH': 0.04, 'TR': 0.02, 'UA': 0.03, 'VN': 0.03, 'Other': 0.19}}",1,10000000.0,RU,Z Day: Hearts of Heroes | MMO Strategy War,1.0,0.0,Cayman Islands,KingsGroup Holdings,4.063071,"[15931, 2111, 5239, 11775, 63468]",98524.0,2000000,900000,15931,2111,5239,11775,63468,0.0,0.16169664244245058,0.15952458284275914,0.4780561081563882,3.220941090495717,0.04285250294344525,4.063070926880759,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10000,14.50865773852422,0
